_id,altitude,time,uvIndex,plusCode,heatingPadTemp,outsideTemp,humidity,fluorescenceRaw,fluorescenceIrradiance,picoTemp,picoMem,piTemp,piMem,rxTime,latitiude,longitude
6856ef703aa0a02ac5f4f4a4,0,0,8.4,88888M88+F5,23.77,12.48,1.1,333,0.9497,36,80240,48.3,239886336,1750527856,36.3161875,-53.334562500000004
6856ef713aa0a02ac5f4f4a5,0,0,7.3,88888M88+F5,23.71,12.27,0.4,368,1.0495,37,80256,48.3,239886336,1750527857,36.3161875,-53.334562500000004
6856ef753aa0a02ac5f4f4a6,0,0,8.1,88888M88+F5,23.95,12.39,1.2,307,0.8755,36.5,80240,48.3,241225728,1750527861,36.3161875,-53.334562500000004
6856ef763aa0a02ac5f4f4a7,0,0,8.3,88888M88+F5,23.75,12.28,1.1,250,0.713,36.5,80240,47.8,241225728,1750527862,36.3161875,-53.334562500000004
6856ef793aa0a02ac5f4f4a8,0,0,7.2,88888M88+F5,24.62,12.2,0.9,436,1.2434,36.5,80240,48.3,240369664,1750527865,36.3161875,-53.334562500000004
6856ef7d3aa0a02ac5f4f4a9,0,0,7.8,88888M88+F5,23.73,12.04,0.9,443,1.2634,35.6,80256,47.8,239497216,1750527869,36.3161875,-53.334562500000004
6856ef7e3aa0a02ac5f4f4aa,0,0,7.9,88888M88+F5,23.9,12.16,0.8,330,0.9411,34.6,80240,48.3,239497216,1750527870,36.3161875,-53.334562500000004
6856ef823aa0a02ac5f4f4ab,0,0,7.7,88888M88+F5,23.56,11.9,0.6,186,0.5305,35.6,80240,47.8,238624768,1750527874,36.3161875,-53.334562500000004
6856ef823aa0a02ac5f4f4ac,0,0,7.8,88888M88+F5,23.6,12.02,0.7,235,0.6702,35.6,80256,47.8,238624768,1750527874,36.3161875,-53.334562500000004
6856efb13aa0a02ac5f4f4ad,0,0,7.8,88888M88+F5,23.43,9.42,0.8,244,0.6959,35.6,80240,47.2,240312320,1750527921,36.3161875,-53.334562500000004
6856efb43aa0a02ac5f4f4ae,0,0,6.4,88888M88+F5,23.32,9.59,0.4,303,0.8641,34.6,80240,46.2,240267264,1750527924,36.3161875,-53.334562500000004
6856efb43aa0a02ac5f4f4af,0,0,6.4,88888M88+F5,23.34,9.69,0.5,245,0.6987,35.6,80240,46.7,240267264,1750527924,36.3161875,-53.334562500000004
6856efb53aa0a02ac5f4f4b0,0,0,6.3,88888M88+F5,23.43,9.34,0.8,185,0.5276,35.6,80256,47.2,240267264,1750527925,36.3161875,-53.334562500000004
6856efba3aa0a02ac5f4f4b1,0,0,7.3,88888M88+F5,23.43,9.36,0.6,433,1.2349,34.6,80256,46.2,240283648,1750527930,36.3161875,-53.334562500000004
6856efbd3aa0a02ac5f4f4b2,0,0,8.3,88888M88+F5,23.41,9.28,0.8,180,0.5133,35.6,80240,47.2,242171904,1750527933,36.3161875,-53.334562500000004
6856efbe3aa0a02ac5f4f4b3,0,0,8.1,88888M88+F5,20.83,8.88,1,225,0.6417,34.6,80144,46.2,242171904,1750527934,36.3161875,-53.334562500000004
6856efc23aa0a02ac5f4f4b4,0,0,7.5,88888M88+F5,23.39,9.19,0.8,186,0.5305,34.6,80240,46.2,243015680,1750527938,36.3161875,-53.334562500000004
6856efc33aa0a02ac5f4f4b5,0,0,8.8,88888M88+F5,23.43,9.11,0.8,190,0.5419,34.6,80256,46.7,243015680,1750527939,36.3161875,-53.334562500000004
6856efc63aa0a02ac5f4f4b6,0,0,5.1,88888M88+F5,23.36,8.69,0.8,247,0.7044,35.1,80256,46.2,241778688,1750527942,36.3161875,-53.334562500000004
6856efc73aa0a02ac5f4f4b7,0,0,5.9,88888M88+F5,23.41,8.77,1,186,0.5305,34.6,80240,46.7,241778688,1750527943,36.3161875,-53.334562500000004
6856efc83aa0a02ac5f4f4b8,0,0,7.4,88888M88+F5,23.43,8.86,0.9,204,0.5818,35.1,80256,45.6,241778688,1750527944,36.3161875,-53.334562500000004
6856efd13aa0a02ac5f4f4b9,0,0,7.4,88888M88+F5,23.26,8.78,0.7,210,0.5989,34.6,80240,46.2,241201152,1750527953,36.3161875,-53.334562500000004
6856efd23aa0a02ac5f4f4ba,0,0,8.8,88888M88+F5,23.26,8.71,0.7,199,0.5675,34.6,80256,46.2,241201152,1750527954,36.3161875,-53.334562500000004
6856efd53aa0a02ac5f4f4bb,0,0,7.8,88888M88+F5,24.47,8.74,0.9,185,0.5276,32.8,80256,46.2,240222208,1750527957,36.3161875,-53.334562500000004
6856efd63aa0a02ac5f4f4bc,0,0,6.4,88888M88+F5,23.43,8.61,0.8,182,0.519,32.8,80160,46.2,240222208,1750527958,36.3161875,-53.334562500000004
6856efda3aa0a02ac5f4f4bd,0,0,7.9,88888M88+F5,23.39,8.58,1.1,216,0.616,32.8,80240,46.2,239362048,1750527962,36.3161875,-53.334562500000004
6856efdb3aa0a02ac5f4f4be,0,0,8.5,88888M88+F5,23.26,8.36,0.9,208,0.5932,34.6,80160,45.6,239362048,1750527963,36.3161875,-53.334562500000004
6856eff73aa0a02ac5f4f4bf,0,0,8.2,88888M88+F5,23.11,7.1,0.8,326,0.9297,34.2,80256,45.1,241623040,1750527991,36.3161875,-53.334562500000004
6856eff73aa0a02ac5f4f4c0,0,0,8.5,88888M88+F5,21.03,7.22,0.9,342,0.9753,33.7,80240,45.1,241623040,1750527991,36.3161875,-53.334562500000004
6856eff83aa0a02ac5f4f4c1,0,0,9.1,88888M88+F5,23.08,7.1,0.9,288,0.8213,34.2,80256,45.1,241623040,1750527992,36.3161875,-53.334562500000004
6856effb3aa0a02ac5f4f4c2,0,0,6.8,88888M88+F5,23.17,7.07,1.1,226,0.6445,32.8,80256,44.5,240533504,1750527995,36.3161875,-53.334562500000004
6856effc3aa0a02ac5f4f4c3,0,0,7,88888M88+F5,23.34,7.08,1.1,202,0.5761,32.3,80240,45.1,240533504,1750527996,36.3161875,-53.334562500000004
6856f0003aa0a02ac5f4f4c4,0,0,9.2,88888M88+F5,22.95,6.85,0.7,285,0.8128,33.2,80240,45.1,238788608,1750528000,36.3161875,-53.334562500000004
6856f0013aa0a02ac5f4f4c5,0,0,8.3,88888M88+F5,23.47,6.96,1.1,248,0.7073,32.3,80256,45.1,238788608,1750528001,36.3161875,-53.334562500000004
6856f0053aa0a02ac5f4f4c6,0,0,8.3,88888M88+F5,23.69,7.06,1,364,1.0381,33.2,80240,45.1,240463872,1750528005,36.3161875,-53.334562500000004
6856f0063aa0a02ac5f4f4c7,0,0,8.6,88888M88+F5,23.52,6.96,1,303,0.8641,32.8,80336,45.1,240463872,1750528006,36.3161875,-53.334562500000004
6856f0093aa0a02ac5f4f4c8,0,0,7.9,88888M88+F5,22.91,6.97,0.6,271,0.7729,33.2,80144,44.5,240517120,1750528009,36.3161875,-53.334562500000004
6856f0093aa0a02ac5f4f4c9,0,0,7.7,88888M88+F5,23.56,7.01,0.4,291,0.8299,32.3,80240,44.5,240517120,1750528009,36.3161875,-53.334562500000004
6856f00a3aa0a02ac5f4f4ca,0,0,7.2,88888M88+F5,22.91,6.94,0.3,299,0.8527,34.2,80256,44,240517120,1750528010,36.3161875,-53.334562500000004
6856f00e3aa0a02ac5f4f4cb,0,0,8.4,88888M88+F5,22.93,6.98,0.7,395,1.1265,32.8,80240,44,242229248,1750528014,36.3161875,-53.334562500000004
